Order_ID,Order_Date,Customer_ID,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit,Shipping_Cost
ORD-1423,2025-01-04,CUST-106,Consumer,South,Office Supplies,Storage,Filing Cabinet 3-Drawer,1,526.89,0.1,114.9,22.28
ORD-1424,2025-09-17,CUST-143,Consumer,East,Furniture,Bookcases,Walnut Bookshelf,3,808.8,0.05,170.76,22.3
ORD-1425,2025-05-24,CUST-101,Corporate,South,Furniture,Furnishings,Desk Lamp,8,2153.59,0.05,484.36,11.03
ORD-1426,2025-09-03,CUST-115,Consumer,North,Furniture,Bookcases,Walnut Bookshelf,9,7178.16,0.0,1784.03,16.16
ORD-1427,2025-03-14,CUST-111,Consumer,South,Technology,Laptops,HP Spectre,4,1575.72,0.1,301.58,26.18
ORD-1428,2025-06-08,CUST-113,Consumer,East,Technology,Copiers,Canon ImageCLASS,7,2854.03,0.0,349.53,22.23
ORD-1429,2025-06-11,CUST-111,Consumer,South,Technology,Copiers,Brother Laser Printer,4,1961.21,0.0,606.76,22.66
ORD-1430,2025-10-21,CUST-102,Consumer,North,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,4,1083.09,0.0,228.09,4.36
ORD-1431,2025-12-03,CUST-144,Home Office,North,Office Supplies,Art,Marker Set 24-Pack,9,3389.63,0.0,608.66,31.62
ORD-1432,2025-12-09,CUST-139,Consumer,South,Office Supplies,Binders,Heavy-Duty 3-Ring Binder,5,2870.14,0.0,469.61,3.41
ORD-1433,2025-10-15,CUST-139,Home Office,West,Office Supplies,Appliances,Compact Refrigerator,6,3915.74,0.0,1043.81,34.64
ORD-1434,2025-08-07,CUST-124,Consumer,North,Office Supplies,Binders,Zipper Binder,6,2181.73,0.05,605.4,34.86
ORD-1435,2025-02-15,CUST-102,Home Office,South,Technology,Accessories,Wireless Mouse,1,398.89,0.15,54.19,25.23
ORD-1436,2025-06-10,CUST-102,Corporate,North,Office Supplies,Art,Marker Set 24-Pack,4,2425.9,0.15,281.99,26.37
ORD-1437,2025-06-22,CUST-142,Consumer,West,Technology,Laptops,HP Spectre,4,1605.05,0.1,148.18,10.23
ORD-1438,2025-07-19,CUST-141,Corporate,East,Furniture,Bookcases,Walnut Bookshelf,9,742.82,0.0,93.87,21.74
ORD-1439,2025-09-24,CUST-125,Consumer,East,Furniture,Tables,Executive Wooden Desk,3,1668.33,0.0,295.2,22.64
ORD-1440,2025-03-06,CUST-134,Home Office,East,Furniture,Bookcases,Walnut Bookshelf,7,2666.67,0.0,734.49,20.81
ORD-1441,2025-02-20,CUST-136,Consumer,West,Technology,Phones,iPhone 15 Pro,6,1517.21,0.2,160.25,32.78
ORD-1442,2025-01-07,CUST-145,Consumer,West,Furniture,Chairs,Drafting Stool,7,1852.31,0.05,281.71,29.1
ORD-1443,2025-01-29,CUST-118,Consumer,South,Furniture,Bookcases,Metal Storage Shelf,1,98.47,0.0,33.01,30.92
ORD-1444,2025-04-20,CUST-124,Consumer,South,Office Supplies,Appliances,Coffee Maker,4,1306.42,0.0,266.17,26.38
ORD-1445,2025-12-03,CUST-117,Consumer,South,Furniture,Chairs,Drafting Stool,2,660.29,0.0,86.96,15.54
ORD-1446,2025-01-04,CUST-116,Corporate,South,Furniture,Furnishings,Desk Lamp,7,3375.79,0.15,447.66,14.06
ORD-1447,2025-10-19,CUST-149,Corporate,East,Office Supplies,Storage,Plastic Storage Bin,3,401.65,0.0,99.98,5.58
ORD-1448,2025-10-31,CUST-145,Corporate,East,Technology,Copiers,Brother Laser Printer,6,2335.91,0.05,623.23,28.07
ORD-1449,2025-06-30,CUST-106,Corporate,East,Furniture,Tables,Executive Wooden Desk,6,3490.93,0.0,702.92,19.52
ORD-1450,2025-04-05,CUST-136,Consumer,South,Technology,Laptops,MacBook Air M3,6,3000.46,0.0,955.55,3.41
ORD-1451,2025-01-29,CUST-132,Corporate,North,Office Supplies,Paper,Sticky Notes Pack,5,532.1,0.0,78.39,17.7
ORD-1452,2025-07-05,CUST-132,Home Office,East,Furniture,Bookcases,Walnut Bookshelf,2,445.22,0.05,38.37,9.98
ORD-1453,2025-05-14,CUST-141,Corporate,North,Technology,Accessories,USB-C Hub,7,3429.97,0.0,879.49,21.29
ORD-1454,2025-05-30,CUST-131,Home Office,North,Furniture,Chairs,Drafting Stool,7,2159.08,0.05,157.46,7.57
ORD-1455,2025-09-23,CUST-127,Consumer,East,Furniture,Furnishings,Monitor Stand,6,2500.14,0.0,489.27,29.85
ORD-1456,2025-12-06,CUST-146,Corporate,North,Office Supplies,Appliances,Air Purifier,3,2112.77,0.05,629.5,4.56
ORD-1457,2025-01-15,CUST-106,Consumer,North,Furniture,Furnishings,Desk Lamp,5,1845.93,0.0,456.51,17.54
ORD-1458,2025-11-02,CUST-111,Home Office,West,Furniture,Tables,Conference Table,9,1308.32,0.0,356.75,26.32
ORD-1459,2025-01-25,CUST-117,Home Office,East,Furniture,Furnishings,Anti-Fatigue Mat,9,526.51,0.0,153.47,16.24
ORD-1460,2025-08-08,CUST-132,Consumer,North,Furniture,Furnishings,Monitor Stand,8,3573.15,0.2,10.54,18.69
ORD-1461,2025-07-16,CUST-124,Consumer,South,Office Supplies,Paper,Cardstock Paper,7,722.44,0.0,213.41,16.99
ORD-1462,2025-04-21,CUST-110,Home Office,East,Technology,Laptops,Dell XPS 13,6,3529.45,0.0,909.47,26.67
ORD-1463,2025-08-02,CUST-122,Consumer,East,Furniture,Furnishings,Monitor Stand,1,668.6,0.1,157.08,4.91
ORD-1464,2025-04-09,CUST-133,Corporate,West,Furniture,Chairs,Executive Leather Chair,7,3229.19,0.0,833.78,27.61
ORD-1465,2025-06-22,CUST-145,Consumer,East,Office Supplies,Appliances,Coffee Maker,8,921.14,0.0,173.72,12.69
ORD-1466,2025-12-09,CUST-142,Corporate,West,Furniture,Chairs,Drafting Stool,2,933.68,0.0,203.48,20.71
ORD-1467,2025-10-28,CUST-143,Consumer,East,Office Supplies,Binders,Presentation Folder,7,4392.27,0.05,579.89,25.24
ORD-1468,2025-04-19,CUST-130,Consumer,West,Technology,Phones,iPhone 15 Pro,7,1848.59,0.15,42.42,25.21
ORD-1469,2025-01-25,CUST-149,Consumer,East,Technology,Phones,Samsung Galaxy S24,6,202.79,0.05,59.54,8.58
ORD-1470,2025-12-21,CUST-132,Consumer,South,Technology,Copiers,Canon ImageCLASS,8,3394.25,0.15,175.53,3.72
ORD-1471,2025-05-06,CUST-142,Corporate,West,Furniture,Chairs,Drafting Stool,7,2466.06,0.1,605.26,21.31
ORD-1472,2025-12-02,CUST-143,Corporate,South,Furniture,Chairs,Ergonomic Mesh Chair,6,2867.27,0.0,882.79,8.67
ORD-1473,2025-10-14,CUST-141,Corporate,North,Furniture,Furnishings,Desk Lamp,9,4408.19,0.0,1392.41,12.88
ORD-1474,2025-06-03,CUST-103,Consumer,East,Office Supplies,Storage,Filing Cabinet 3-Drawer,7,3745.81,0.1,896.49,29.11
ORD-1475,2025-09-17,CUST-141,Corporate,North,Office Supplies,Storage,Desktop Organizer,9,1107.35,0.0,360.78,3.79
ORD-1476,2025-06-13,CUST-112,Corporate,South,Technology,Copiers,Epson EcoTank,2,1098.35,0.15,155.78,28.72
ORD-1477,2025-12-07,CUST-122,Consumer,South,Office Supplies,Appliances,Air Purifier,9,1208.08,0.0,137.26,8.84
ORD-1478,2025-06-02,CUST-112,Consumer,West,Furniture,Bookcases,Metal Storage Shelf,3,780.21,0.0,203.87,26.85
ORD-1479,2025-08-02,CUST-118,Corporate,South,Technology,Copiers,Epson EcoTank,9,2422.16,0.1,174.91,24.05
ORD-1480,2025-04-10,CUST-106,Consumer,North,Technology,Copiers,Epson EcoTank,6,603.45,0.0,108.16,28.88
ORD-1481,2025-02-11,CUST-116,Consumer,North,Office Supplies,Binders,Presentation Folder,2,459.71,0.15,14.12,30.31
ORD-1482,2025-05-06,CUST-124,Consumer,South,Office Supplies,Paper,Sticky Notes Pack,3,765.74,0.0,110.48,3.16
ORD-1483,2025-03-31,CUST-147,Consumer,West,Office Supplies,Binders,Zipper Binder,4,968.84,0.1,213.85,34.57
ORD-1484,2025-06-06,CUST-107,Corporate,West,Office Supplies,Binders,Zipper Binder,6,1536.66,0.15,328.67,9.97
ORD-1485,2025-06-21,CUST-122,Consumer,East,Furniture,Chairs,Ergonomic Mesh Chair,2,660.82,0.05,94.58,18.27
ORD-1486,2025-02-17,CUST-131,Home Office,East,Furniture,Bookcases,Metal Storage Shelf,1,253.83,0.0,64.22,12.8
ORD-1487,2025-12-01,CUST-114,Home Office,East,Furniture,Furnishings,Monitor Stand,8,4485.78,0.05,1233.94,7.23
ORD-1488,2025-12-18,CUST-131,Home Office,West,Technology,Phones,iPhone 15 Pro,2,609.54,0.0,113.39,19.66
ORD-1489,2025-07-11,CUST-124,Consumer,West,Office Supplies,Paper,Multipurpose Printer Paper,5,2677.85,0.05,451.48,16.51
ORD-1490,2025-09-02,CUST-121,Consumer,West,Furniture,Tables,Standing Desk 60in,1,232.34,0.0,77.3,24.15
ORD-1491,2025-12-16,CUST-105,Consumer,North,Technology,Phones,Motorola Edge,3,173.9,0.0,35.59,10.03
ORD-1492,2025-09-22,CUST-142,Home Office,West,Furniture,Tables,Conference Table,7,4241.9,0.1,1005.94,26.13
ORD-1493,2025-04-07,CUST-100,Consumer,West,Technology,Laptops,Lenovo ThinkPad,1,579.19,0.0,63.07,34.82
ORD-1494,2025-10-17,CUST-122,Corporate,West,Technology,Phones,Motorola Edge,2,739.96,0.1,143.9,29.08
ORD-1495,2025-03-20,CUST-117,Home Office,East,Furniture,Tables,Conference Table,4,3164.96,0.0,1097.37,27.15
ORD-1496,2025-07-12,CUST-103,Home Office,West,Furniture,Bookcases,Oak 4-Shelf Bookcase,5,2173.54,0.15,172.25,33.53
ORD-1497,2025-07-03,CUST-105,Consumer,West,Office Supplies,Storage,Plastic Storage Bin,1,122.56,0.05,13.96,16.7
ORD-1498,2025-07-04,CUST-134,Consumer,North,Furniture,Bookcases,Metal Storage Shelf,3,822.52,0.0,278.3,4.93
ORD-1499,2025-09-04,CUST-116,Consumer,East,Technology,Accessories,Mechanical Keyboard,8,889.29,0.05,88.41,5.26
ORD-1500,2025-10-18,CUST-149,Consumer,West,Technology,Phones,Samsung Galaxy S24,5,749.62,0.0,213.24,7.45
